Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.17  released 1-13-2006 

Program file: E:\LANL\SF7.EXE
SF.INI file: E:\nakai\LANL-PoissonSuperfish\Examples\RadioFrequency\QuarterWaveResonator\SF.INI  8-04-2020  11:53:34
Solution file E:\nakai\LANL-PoissonSuperfish\Examples\RadioFrequency\QuarterWaveResonator\QWAVE.T35.
Memory used for QWAVE.T35 arrays:     601.120 K
Obtaining filename or plot type and data from SF7 pop-up menu.

Electromagnetic fields for a rectangular area with corners at:
(Zmin,Rmin) = (0.0,0.0)
(Zmax,Rmax) = (71.6,7.95)
Z and R increments:   100   100

      Z             R              Ez            Er            |E|           H 
   24.3440       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.0600       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.7760       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   26.4920       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.2080       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.9240       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   28.6400       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   29.3560       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.0720       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.7880       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   31.5040       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.2200       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.9360       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   33.6520       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   34.3680       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.0840       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.8000       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   36.5160       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.2320       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.9480       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   38.6640       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   39.3800       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.0960       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.8120       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   41.5280       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.2440       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.9600       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   43.6760       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   44.3920       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.1080       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.8240       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   46.5400       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.2560       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.9720       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   48.6880       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   49.4040       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.1200       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.8360       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   51.5520       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.2680       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.9840       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   53.7000       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   54.4160       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.1320       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.8480       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   56.5640       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.2800       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.9960       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   58.7120       0.00000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   59.4280       0.00000      7.559282E-01  0.000000E+00  7.559282E-01  0.000000E+00
   60.1440       0.00000      6.859852E-01  0.000000E+00  6.859852E-01  0.000000E+00
   60.8600       0.00000      5.911403E-01  0.000000E+00  5.911403E-01  0.000000E+00
   61.5760       0.00000      4.934914E-01  0.000000E+00  4.934914E-01  0.000000E+00
   62.2920       0.00000      4.049996E-01  0.000000E+00  4.049996E-01  0.000000E+00
   63.0080       0.00000      3.295825E-01  0.000000E+00  3.295825E-01  0.000000E+00
   63.7240       0.00000      2.672523E-01  0.000000E+00  2.672523E-01  0.000000E+00
   64.4400       0.00000      2.165647E-01  0.000000E+00  2.165647E-01  0.000000E+00
   65.1560       0.00000      1.757332E-01  0.000000E+00  1.757332E-01  0.000000E+00
   65.8720       0.00000      1.431211E-01  0.000000E+00  1.431211E-01  0.000000E+00
   66.5880       0.00000      1.171528E-01  0.000000E+00  1.171528E-01  0.000000E+00
   67.3040       0.00000      9.669861E-02  0.000000E+00  9.669861E-02  0.000000E+00
   68.0200       0.00000      8.080053E-02  0.000000E+00  8.080053E-02  0.000000E+00
   68.7360       0.00000      6.870854E-02  0.000000E+00  6.870854E-02  0.000000E+00
   69.4520       0.00000      5.985064E-02  0.000000E+00  5.985064E-02  0.000000E+00
   70.1680       0.00000      5.380736E-02  0.000000E+00  5.380736E-02  0.000000E+00
   70.8840       0.00000      5.029964E-02  0.000000E+00  5.029964E-02  0.000000E+00
   71.6000       0.00000      4.915472E-02  0.000000E+00  4.915472E-02  0.000000E+00
   0.00000      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.716000      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.43200      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.14800      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.86400      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   3.58000      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   4.29600      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.01200      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.72800      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   6.44400      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.16000      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.87600      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   8.59200      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   9.30800      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.0240      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.7400      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   11.4560      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.1720      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.8880      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   13.6040      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   14.3200      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.0360      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.7520      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   16.4680      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.1840      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.9000      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   18.6160      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   19.3320      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.0480      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.7640      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.4800      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.1960      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.9120      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.6280      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   24.3440      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.0600      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.7760      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   26.4920      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.2080      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.9240      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   28.6400      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   29.3560      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.0720      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.7880      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   31.5040      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.2200      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.9360      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   33.6520      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   34.3680      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.0840      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.8000      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   36.5160      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.2320      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.9480      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   38.6640      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   39.3800      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.0960      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.8120      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   41.5280      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.2440      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.9600      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   43.6760      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   44.3920      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.1080      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.8240      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   46.5400      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.2560      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.9720      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   48.6880      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   49.4040      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.1200      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.8360      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   51.5520      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.2680      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.9840      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   53.7000      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   54.4160      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.1320      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.8480      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   56.5640      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.2800      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.9960      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   58.7120      7.950000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   59.4280      7.950000E-02  7.574480E-01  2.712799E-03  7.574528E-01  1.694447E+00
   60.1440      7.950000E-02  6.868715E-01  5.030373E-03  6.868899E-01  1.536931E+00
   60.8600      7.950000E-02  5.912226E-01  5.633268E-03  5.912494E-01  1.323416E+00
   61.5760      7.950000E-02  4.931870E-01  5.278065E-03  4.932153E-01  1.104248E+00
   62.2920      7.950000E-02  4.045836E-01  4.568703E-03  4.046094E-01  9.059886E-01
   63.0080      7.950000E-02  3.291765E-01  3.806017E-03  3.291985E-01  7.371790E-01
   63.7240      7.950000E-02  2.668976E-01  3.108828E-03  2.669157E-01  5.977266E-01
   64.4400      7.950000E-02  2.162685E-01  2.511563E-03  2.162831E-01  4.843476E-01
   65.1560      7.950000E-02  1.754905E-01  2.014367E-03  1.755021E-01  3.930243E-01
   65.8720      7.950000E-02  1.429095E-01  1.605587E-03  1.429185E-01  3.200670E-01
   66.5880      7.950000E-02  1.169804E-01  1.270966E-03  1.169873E-01  2.619944E-01
   67.3040      7.950000E-02  9.655734E-02  9.953935E-04  9.656247E-02  2.162533E-01
   68.0200      7.950000E-02  8.068335E-02  7.665193E-04  8.068699E-02  1.807007E-01
   68.7360      7.950000E-02  6.860952E-02  5.737700E-04  6.861192E-02  1.536593E-01
   69.4520      7.950000E-02  5.976472E-02  4.081228E-04  5.976611E-02  1.338501E-01
   70.1680      7.950000E-02  5.373015E-02  2.617923E-04  5.373079E-02  1.203349E-01
   70.8840      7.950000E-02  5.022585E-02  1.276774E-04  5.022601E-02  1.124878E-01
   71.6000      7.950000E-02  4.907898E-02  0.000000E+00  4.907898E-02  1.099220E-01
   0.00000      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.716000      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   1.43200      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.14800      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   2.86400      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   3.58000      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   4.29600      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.01200      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   5.72800      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   6.44400      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.16000      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   7.87600      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   8.59200      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   9.30800      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.0240      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   10.7400      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   11.4560      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.1720      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   12.8880      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   13.6040      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   14.3200      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.0360      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   15.7520      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   16.4680      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.1840      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   17.9000      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   18.6160      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   19.3320      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.0480      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.7640      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.4800      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.1960      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.9120      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.6280      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   24.3440      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.0600      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   25.7760      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   26.4920      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.2080      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   27.9240      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   28.6400      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   29.3560      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.0720      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   30.7880      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   31.5040      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.2200      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   32.9360      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   33.6520      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   34.3680      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.0840      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   35.8000      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   36.5160      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.2320      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   37.9480      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   38.6640      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   39.3800      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.0960      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   40.8120      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   41.5280      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.2440      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   42.9600      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   43.6760      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   44.3920      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.1080      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   45.8240      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   46.5400      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.2560      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   47.9720      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   48.6880      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   49.4040      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.1200      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   50.8360      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   51.5520      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.2680      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   52.9840      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   53.7000      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   54.4160      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.1320      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   55.8480      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   56.5640      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.2800      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   57.9960      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   58.7120      0.159000      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   59.4280      0.159000      7.589678E-01  5.425597E-03  7.589871E-01  3.393429E+00
   60.1440      0.159000      6.877577E-01  1.006075E-02  6.878313E-01  3.076506E+00
   60.8600      0.159000      5.913049E-01  1.126654E-02  5.914122E-01  2.647078E+00
